Handle,ObjType,Content,Layer,Extra,Label
C4BC5D,BlockReference,WC,L-MON,14.993461649999997,True
C4BC5E,BlockReference,WC,L-MON,14.993461649999997,True
C4BC60,BlockReference,WC,L-MON,14.993461649999997,True
C4BC61,BlockReference,WC,L-MON,14.993461649999997,True
C4BC62,BlockReference,WC,L-MON,14.993461649999997,True
C4BC63,BlockReference,WC,L-MON,14.993461649999997,True
C4BC64,BlockReference,WC,L-MON,14.993461649999997,True
C4BC65,BlockReference,WC,L-MON,14.993461649999997,True
C4BC66,BlockReference,WC,L-MON,14.993461649999997,True
C4BC67,BlockReference,WC,L-MON,14.993461649999997,True
C4BC68,BlockReference,WC,L-MON,14.993461649999997,True
C4BC69,BlockReference,WC,L-MON,14.993461649999997,True
C4BC6A,BlockReference,WC,L-MON,14.993461649999997,True
C4BC6B,BlockReference,WC,L-MON,14.993461649999997,True
C4BC6F,BlockReference,WC,L-MON,14.993461649999997,True
C4BC70,BlockReference,WC,L-MON,14.993461649999997,True
C4BC71,BlockReference,WC,L-MON,14.993461649999997,True
C4BC72,BlockReference,WC,L-MON,14.993461649999997,True
C4BC73,BlockReference,WC,L-MON,14.993461649999997,True
C4BC74,BlockReference,WC,L-MON,14.993461649999997,True
C4BC75,BlockReference,WC,L-MON,14.993461649999997,True
C4BC76,BlockReference,WC,L-MON,14.993461649999997,True
C4BC77,BlockReference,WC,L-MON,14.993461649999997,True
C4BC78,BlockReference,WC,L-MON,14.993461649999997,True
C4BC79,BlockReference,WC,L-MON,14.993461649999997,True
C4BC7A,BlockReference,WC,L-MON,14.993461649999997,True
C4BC7E,BlockReference,WC,L-MON,14.993461649999997,True
C4BC7F,BlockReference,WC,L-MON,14.993461649999997,True
C4BC80,BlockReference,WC,L-MON,14.993461649999997,True
C4BC81,BlockReference,WC,L-MON,14.993461649999997,True
C4BC82,BlockReference,WC,L-MON,14.993461649999997,True
C4BC83,BlockReference,WC,L-MON,14.993461649999997,True
C4BC84,BlockReference,WC,L-MON,14.993461649999997,True
C4BC85,BlockReference,WC,L-MON,14.993461649999997,True
C4BC86,BlockReference,WC,L-MON,14.993461649999997,True
C4BC87,BlockReference,WC,L-MON,14.993461649999997,True
C4BC88,BlockReference,WC,L-MON,14.993461649999997,True
C4BC89,BlockReference,WC,L-MON,14.993461649999997,True
C4BC8D,BlockReference,WC,L-MON,14.993461649999997,True
C4BC8E,BlockReference,WC,L-MON,14.993461649999997,True
C4BC8F,BlockReference,WC,L-MON,14.993461649999997,True
C4BC90,BlockReference,WC,L-MON,14.993461649999997,True
C4BC91,BlockReference,WC,L-MON,14.993461649999997,True
C4BC92,BlockReference,WC,L-MON,14.993461649999997,True
C4BC93,BlockReference,WC,L-MON,14.993461649999997,True
C4BC94,BlockReference,WC,L-MON,14.993461649999997,True
C4BC95,BlockReference,WC,L-MON,14.993461649999997,True
C4BC96,BlockReference,WC,L-MON,14.993461649999997,True
C4BC97,BlockReference,WC,L-MON,14.993461649999997,True
C4BC98,BlockReference,WC,L-MON,14.993461649999997,True
C4CE68,BlockReference,WC,L-MON,4.997820549999975,True
C54C13,BlockReference,Disclaimer_Legal,CG-SIGNATURES,1,True
BC4EE7,DBText,Theoretic Government Road Allowance,L-ROAD-T,9.995439999999993,True
BC4EED,DBText,Theoretic Government Road Allowance,L-ROAD-T,9.995439999999993,True
BC4F56,MText,UNSURVEYED TERRITORY,L-UNS-T,15.992704000000051,True
BC4F60,MText,Theor. N.W.1/4 Sec. 20-64-2-W.6M.,C-SYMBOL,19.990879999999986,True
BC4F62,MText,Theor. S.W.1/4 Sec. 29-64-2-W.6M.,C-SYMBOL,19.990879999999986,True
BC4F7A,MText,Key Wildlife and Biodiversity Zone Boundary,AS-WILDLIFE,9.995439999999993,True
BC506E,MText,L.S. 4,L-SECTION-LSD,9.995439999999993,True
BC5070,MText,L.S. 5,L-SECTION-LSD,9.995439999999993,True
BC50B6,BlockReference,L-SECLBL,L-SECLBL,0.9995439999999992,True
BC511C,AlignedDimension,CNRL  A/R  831087,F-AR-T,Compass 5 000,True
BC511F,AlignedDimension,CNRL  A/R  000631,F-AR-T,Compass 5 000,True
BC5120,AlignedDimension,CNRL  A/R  000630,F-AR-T,Compass 5 000,True
BC5121,AlignedDimension,CNRL  A/R  131320,F-AR-T,Compass 5 000,True
BC5122,AlignedDimension,CNRL  A/R  871346,F-AR-T,Compass 5 000,True
BC512A,AlignedDimension,CNRL  P/L R/W  042 1633  001600,F-RW-T,Compass 5 000,True
BC512B,AlignedDimension,CNRL  P/L R/W  001968,F-RW-T,Compass 5 000,True
BC512C,AlignedDimension,CNRL  P/L R/W  912 0215  900939,F-RW-T,Compass 5 000,True
BC512D,AlignedDimension,CNRL  P/L R/W  042 1608  991449,F-RW-T,Compass 5 000,True
BC5130,AlignedDimension,CNRL  P/L R/W  912 0501  900839,F-RW-T,Compass 5 000,True
BC513D,MText,Intermittent Creek,T-WATER-T,9.995460000000014,True
BC5428,AlignedDimension,CNRL  P/L R/W  042 1633  001600,F-RW-T,Compass 5 000,True
BC543D,BlockReference,WC,L-MON,4.9999999999999964,True
BC543E,BlockReference,WC,L-MON,4.9999999999999964,True
BC543F,BlockReference,WC,L-MON,4.9999999999999964,True
BC5440,BlockReference,WC,L-MON,4.9999999999999964,True
BC5441,BlockReference,WC,L-MON,4.9999999999999964,True
BC5463,DBText,"320°25'05"",L-BD1,9.995439999999993
BC5465,DBText,56°45'25''""",L-BD1,9.995439999999993,True
BC5466,DBText,"140°25'05"",L-BD1,9.995439999999993
BC5468,DBText,92.03 (Tie)""",L-BD1,9.995439999999993,True
BC5469,DBText,"322°03'10"",L-BD1,9.995439999999993
BC546B,DBText,50°25'05''""",L-BD,9.995439999999993,True
BC546D,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5472,DBText,320°25'05'',L-BD,9.995439999999993,True
BC5475,DBText,320°24'20'',L-BD,9.995439999999993,True
BC5476,MText,L.S. 3,L-SECTION-LSD,9.995439999999993,True
BC5478,MText,L.S. 6,L-SECTION-LSD,9.995439999999993,True
BC5480,MText,100m,AUX-BUFFER,9.995439999999993,True
BC5482,MText,200m,AUX-BUFFER,9.995439999999993,True
BC5485,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5486,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5487,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5489,MText,8m Medium Grade Dirt Road,AS-GENERAL,9.995439999999993,True
BC548A,BlockReference,FDI,L-MON,4.9999999999999964,True
BC548B,BlockReference,FDI,L-MON,4.9999999999999964,True
BC548C,BlockReference,FDI,L-MON,4.9999999999999964,True
BC548D,BlockReference,FDI,L-MON,5.000000000000016,True
BC548E,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5490,MText,CNRL Riser Site PIL 050403,F-WS-T,9.995439999999991,True
BC5493,AlignedDimension,Veren  P/L R/W  241152,C-RW-T,Compass 5 000,True
BC5494,MText,SEE PAD SITE DETAIL,L-DETAIL-T,15.992703999999994,True
BC5499,MText,Ridge,T-SLOPE,9.995439999999993,True
BC549A,MText,8m Medium Grade Dirt Road,AS-GENERAL,9.995439999999993,True
BC549C,MText,57°07'15'' 633.15 (Tie),L-BD,9.995439999999993,True
BC54B3,MText,Fd. no Mk. Re-est. Position by LOC 000631,L-MON,9.995439999999993,True
BC54B4,BlockReference,TEMP,L-MON,4.997719999999997,True
BC54B5,BlockReference,fdspike,L-MON,5.000000000000014,True
BC54C8,BlockReference,TEMP,L-MON,4.997719999999997,True
BC54E3,MText,Key Wildlife and Biodiversity Zone Boundary,AS-WILDLIFE,9.995439999999993,True
BC54EB,AlignedDimension,CNRL  A/R  000631,F-AR-T,Compass 5 000,True
BC54EC,AlignedDimension,CNRL  A/R  000630,F-AR-T,Compass 5 000,True
BC54ED,AlignedDimension,CNRL  P/L R/W  001968,F-RW-T,Compass 5 000,True
BC54EE,MText,Fd.I. Mp.,L-MON,9.995460000000012,True
BC54EF,MText,Fd.I.,L-MON,9.995460000000012,True
BC5624,AlignedDimension,CNRL  P/L R/W  042 1633  001600,F-RW-T,Compass 5 000,True
BC562C,BlockReference,WC,L-MON,4.997719999999997,True
BC562D,BlockReference,WC,L-MON,4.997719999999997,True
BC562E,BlockReference,WC,L-MON,4.997719999999997,True
BC563A,BlockReference,TEMP,L-MON,4.997719999999997,True
BC563D,MText,100m,AUX-BUFFER,9.995439999999993,True
BC563E,BlockReference,TEMP,L-MON,4.997719999999997,True
BC563F,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5640,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5641,MText,8m Medium Grade Dirt Road,AS-GENERAL,9.995439999999993,True
BC5642,MText,Fd.I. Mp.,L-MON,9.999999999999996,True
BC5643,BlockReference,FDI,L-MON,4.997719999999997,True
BC5644,BlockReference,FDI,L-MON,4.997719999999997,True
BC5645,BlockReference,FDI,L-MON,4.997719999999997,True
BC5646,BlockReference,FDI,L-MON,4.997719999999997,True
BC5647,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5648,MText,Fd.I.,L-MON,9.995460000000012,True
BC5649,MText,CNRL Riser Site PIL 050403,F-WS-T,9.995439999999993,True
BC564E,MText,Ridge,T-SLOPE,9.995439999999993,True
BC564F,MText,8m Medium Grade Dirt Road,AS-GENERAL,9.995439999999993,True
BC5651,MText,633.15 (Tie) 57°07'15'',L-BD,9.995439999999993,True
BC5652,BlockReference,TEMP,L-MON,4.997719999999997,True
BC5654,AlignedDimension,CNRL  P/L R/W  042 1608  991449,F-RW-T,Compass 5 000,True
BC5655,AlignedDimension,CNRL  A/R  131320,F-AR-T,Compass 5 000,True
BC5656,AlignedDimension,CNRL  P/L R/W  912 0215  900939,F-RW-T,Compass 5 000,True
BC5658,AlignedDimension,CNRL  A/R  871346,F-AR-T,Compass 5 000,True
BC5659,AlignedDimension,CNRL  A/R  831087,F-AR-T,Compass 5 000,True
BC565A,AlignedDimension,CNRL  P/L R/W  912 0501  900839,F-RW-T,Compass 5 000,True
BC565B,AlignedDimension,Veren  P/L R/W  241152,C-RW-T,Compass 5 000,True
BC5660,DBText,320°24'20'',L-BD,9.995439999999993,True
BC5663,MText,Fd.I. Mp.,L-MON,9.995460000000012,True
BC5664,BlockReference,FDI,L-MON,4.997719999999997,True
BC5665,DBText,56°45'25'',L-BD,9.995439999999993,True
BC5668,DBText,56°45'25'',L-BD,9.995439999999993,True
BC566C,MText,"68°47'25 111.92 (Tie)""",L-BD1,9.995439999999993,True
BC566D,MText,"25"",L-BD1,9.995439999999993
BC566E,MText,223°""",L-BD1,9.995439999999993,True
BC566F,MText,59',L-BD1,9.995439999999993,True
BC5670,MText,40'',L-BD,9.995439999999993,True
BC5671,MText,219°,L-BD,9.995439999999993,True
BC5672,MText,05',L-BD,9.995439999999993,True
BC5673,MText,Fd. no Mk. Re-est. Position by LOC 000631,L-MON,9.995439999999993,True
BC5675,MText,Fd. no Mk. Re-est. Position by LOC 000631,L-MON,9.995439999999993,True
BC5677,MText,221°29'00'' 15.18 (Tie),L-BD,9.995439999999993,True
BC5679,MText,Ephemeral Draw,T-WATER-T,9.995439999999993,True
BC567B,MText,Shrubby Swamp,WETLAND-T,9.995439999999993,True
BC567F,MText,Ephemeral Draw (Drainage),T-WATER-T,9.995439999999993,True
BC5681,MText,Old Borrow Pit Pond,T-WATER-T,9.995439999999993,True
BC5687,BlockReference,WC,L-MON,4.997719999999997,True
BC5688,BlockReference,WC,L-MON,4.997719999999997,True
BC568A,BlockReference,*U43,P-TEMP-BLOCKS,0.9995439999999992,True
BC569F,BlockReference,*U44,P-TEMP-BLOCKS,0.9995439999999992,True
BC56B4,BlockReference,Temp_Area_Small_Pink,P-100m WELL BORE BUFFER,0.9995439999999992,True
BC56B7,BlockReference,Temp_Area_Small_Pink,P-100m WELL BORE BUFFER,0.9995439999999992,True
BC56BA,MText,3 W/C's  @ 7.5m Spacing,L-BD,11.984824106751342,True
BC56BE,MText,Approximate Location of Proposed Riser Site,0,9.991200034306384,True
BC56C0,MText,3 W/C's  @ 7.5m Spacing,L-BD,11.984824106751342,True
BC56C2,BlockReference,M-RISER,M-DESIGN,2.498859999999999,True
BC56C7,MText,W/C 'A',L-BD,9.995439999999993,True
BC56C8,MText,W/C 'B',L-BD,9.995439999999993,True
BC56C9,MText,W/C 'C',L-BD,9.995439999999993,True
BC56CA,MText,W/C 'D',L-BD,9.995439999999993,True
BC56CB,MText,W/C 'E',L-BD,9.995439999999993,True
BC56CC,BlockReference,NORTH,CG-NORTH,0.6497035999999992,True
BC56CD,BlockReference,*U49,0,0.9991200034306387,True
BC56D9,BlockReference,*U50,0,0.9991200034306387,True
BC56E5,BlockReference,*U51,0,0.9991200034306387,True
BC56F1,BlockReference,*U52,0,0.9991200034306388,True
BC56FD,BlockReference,*U53,0,0.9991200034306387,True
BC570C,BlockReference,*U54,0,0.9991200034306381,True
BC5718,BlockReference,Induction_Bend_No,0,0.9995439999999992,True
BC571B,BlockReference,Induction_Bend_No,0,0.9995439999999992,True
BC571E,BlockReference,Induction_Bend_No,0,0.9995439999999992,True
BC5721,BlockReference,Induction_Bend_No,0,0.9995439999999992,True
BC5724,BlockReference,*U55,0,0.9991200034306381,True
BC5730,BlockReference,*U45,0,0.9991200034306381,True
BC573C,BlockReference,*U46,0,0.9991200034306381,True
BC5748,BlockReference,*U47,0,0.9995439999999992,True
BC5761,BlockReference,*U48,0,0.9995439999999992,True
BC577E,MText,Cutblock,T-TEXT,9.995439999999993,True
BC577F,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC5780,MText,Cutblock,T-TEXT,9.995439999999993,True
BC5781,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC5782,MText,Cutblock,T-TEXT,9.995439999999993,True
BC5783,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC5784,MText,Cutblock,T-TEXT,9.995439999999993,True
BC5785,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC5786,MText,Cutblock,T-TEXT,9.995439999999993,True
BC5787,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC5788,MText,Cutblock,T-TEXT,9.995439999999993,True
BC5789,MText,"Pine, Poplar & Spruce (Re-growth)",T-BUSH-T,9.995439999999993,True
BC578B,BlockReference,*T79,CG-NOTES,1,True
BC578C,MText,NOTE: *APPROXIMATE AND DERIVED FROM LiDAR,L-BD,9.999999999999936,True
BC578E,BlockReference,*U40,CG-NOTES,1,True
BC57A0,BlockReference,*U39,CG-NOTES,0.9989757024179773,True
BC57AA,BlockReference,*T80,CG-NOTES,1,True
BC57B1,BlockReference,FDI,L-MON,4.9999999999999964,True
BC9794,MText,Ephemeral Draw,T-WATER-T,9.995439999999993,True
BDB013,MText,"211°55'50"",L-BD1,9.995439999999993
BDB4AB,BlockReference,*U81""",0,0.99955033,True
BDB704,BlockReference,RP,L-BD,0.99955033,True
BDB707,BlockReference,*U82,L-BD,0.99955033,True
BDB928,BlockReference,*U83,DETAIL-T,1,True
BDB976,BlockReference,*U83,DETAIL-T,1,True
BDCAEE,MText,100m Buffer,P-BUFFER-T,9.999999999999996,True
BDEB2A,MText,"30cm Poplar, Alder & willow 50cm Scattered Spruce",T-BUSH-T,9.995439999999993,True
BDEBF9,MText,"30cm Poplar, Alder & willow 50cm Scattered Spruce",T-BUSH-T,9.995439999999993,True
BDED5E,MText,Shrubby Swamp,WETLAND-T,9.995439999999993,True
BDF01F,MText,"30cm Poplar, Alder & willow 50cm Scattered Spruce",T-BUSH-T,9.995439999999993,True
BE24C5,BlockReference,WC,L-MON,4.9999999999999964,True
BE266E,BlockReference,WC,L-MON,4.99775165,True
BE2671,MText,W/C 'F',L-BD,9.995439999999993,True
BE2672,BlockReference,*U52,0,0.9991200034306388,True
BEB541,BlockReference,Disclaimer_Legal,R- CONC,1,True
BC7272,MText,Twp. 65,D-TXT,13.993027387921304,True
BC7273,MText,Twp. 66,D-TXT,13.993027387921304,True
BC7279,BlockReference,L-SECLBL,L-SECLBL,1,True
BC727F,MText,Theoretic Government Road Allowance,L-ROAD-T,8.995517606520883,True
BC7280,MText,Theoretic Government Road Allowance,L-ROAD-T,8.995517606520883,True
BC7283,MText,UNSURVEYED TERRITORY,C-SYMBOL,15.992031300481548,True
BC7285,MText,Theoretic Government Road Allowance,L-ROAD-T,8.995517606520883,True
BC7294,MText,Theor. N.W.1/4  Sec. 1-66-4-W.6M.,C-SYMBOL,19.991879999999433,True
BC72B3,AlignedDimension,Veren  Waterline  210892,C-RW-T,Compass 5 000,True
BC72B4,MText,Theor. S.W.1/4 Sec. 1-66-4-W.6M.,C-SYMBOL,19.991879999999433,True
BC72D7,MText,L.S. 3,L-SECTION-LSD,9.99999999999975,True
BC72D9,MText,L.S. 4,L-SECTION-LSD,9.99999999999975,True
BC72DB,MText,L.S. 6,L-SECTION-LSD,9.99999999999975,True
BC72DD,MText,L.S. 5,L-SECTION-LSD,9.99999999999975,True
BC72DF,MText,L.S. 11,L-SECTION-LSD,9.99999999999975,True
BC72E1,MText,L.S. 12,L-SECTION-LSD,9.99999999999975,True
BC72E3,MText,L.S. 14,L-SECTION-LSD,9.99999999999975,True
BC72E4,MText,L.S. 13,L-SECTION-LSD,9.99999999999975,True
BC8C89,BlockReference,HRV,CG-NOTES,1,True
BC8CE6,AlignedDimension,Veren  P/L R/W  170041,C-RW-T,Compass 5 000,True
BC8CE7,AlignedDimension,Veren  P/L R/W  170041,C-RW-T,Compass 5 000,True
BC8CE8,AlignedDimension,Veren  P/L R/W  220277,C-RW-T,Compass 5 000,True
BC8CE9,AlignedDimension,Veren  P/L R/W  220277,C-RW-T,Compass 5 000,True
BC8CEA,AlignedDimension,CNRL  A/R  141326,F-AR-T,Compass 5 000,True
BC8CEB,AlignedDimension,CNRL  A/R  140449,F-AR-T,Compass 5 000,True
BC8CEC,AlignedDimension,CNRL  A/R  890935,F-AR-T,Compass 5 000,True
BC8CED,AlignedDimension,CNRL  A/R  890935,F-AR-T,Compass 5 000,True
BC8CEE,AlignedDimension,CNRL  A/R  880425  III),F-AR-T,Compass 5 000,True
BC8CEF,AlignedDimension,CNRL  A/R  200525,F-AR-T,Compass 5 000,True
BC8CF0,AlignedDimension,CNRL  Access R/W  902 2055  881104  III),F-AR-T,Compass 5 000,True
BC8CF2,AlignedDimension,CNRL  P/L R/W  141597,F-RW-T,Compass 5 000,True
BC8CF3,AlignedDimension,CNRL  P/L R/W  140332,F-RW-T,Compass 5 000,True
BC8CF4,AlignedDimension,CNRL  P/L R/W  902 1976  890719,F-RW-T,Compass 5 000,True
BC8CF5,AlignedDimension,CNRL  P/L R/W  200383,F-RW-T,Compass 5 000,True
BC8CF6,AlignedDimension,CNRL  P/L R/W  902 2055  890721,F-RW-T,Compass 5 000,True
BC8CF7,AlignedDimension,CNRL  P/L R/W  902 2055  890721,F-RW-T,Compass 5 000,True
BC8CF8,AlignedDimension,CNRL  P/L R/W   220903,F-RW-T,Compass 5 000,True
BC8CF9,AlignedDimension,CNRL  P/L R/W   220903,F-RW-T,Compass 5 000,True
BC8CFA,AlignedDimension,CNRL  P/L R/W  240998,F-RW-T,Compass 5 000,True
BC8CFB,AlignedDimension,CNRL  P/L R/W  240998,F-RW-T,Compass 5 000,True
BC8CFC,MText,HWN Energy Reservoir LOC 160294,F-WS-T,9.999999999999597,True
BC8CFE,MText,CNRL 6-1(Surface) MSL 871943,F-WS-T,9.999999999999597,True
BC8D00,MText,CNRL Sump Site LOC 890420 (Expired),F-WS-T,9.999999999999597,True
BC8D08,MText,CanFor CLR970234,F-WS-T,9.999999999999597,True
BC8D0B,MText,CNRL 14-1 (Surface) MSL 200426,F-WS-T,9.999999999999597,True
BC8D0D,MText,HWN Energy Non-Manufacturing Clay SML 180026,F-WS-T,9.999999999999597,True
BC8D14,MText,6m High Grade Gravel Road,T-TEXT,9.995849999999749,True
BC8D24,MText,Valley Break,T-TEXT,9.999999999999739,True
BC8D2F,MText,Ephemeral Draw,T-WATER-T,8.992683951902618,True
BC8D31,MText,Intermittent Creek,T-WATER-T,9.999999999999739,True
BC8D43,MText,40cm Poplar & Scattered Spruce,T-BUSH-T,9.999999999999654,True
BC8D45,MText,40cm Poplar & Scattered Spruce,T-BUSH-T,9.999999999999654,True
BC8DFE,BlockReference,Gabd,F-WS-S,4.998084999999846,True
BC8E02,BlockReference,FDI,L-MON,4.997839899999916,True
BC8E03,BlockReference,FDI,L-MON,4.997839899999916,True
BC8E04,BlockReference,FDI,L-MON,4.997839899999916,True
BEA73F,MText,SEE PAD SITE DETAIL,L-DETAIL-T,15.993384639999709,True
BEB0D4,DBText,RP,35,9.995865399999781,True
BEC0F5,BlockReference,FDI,L-MON,4.9979326999998905,True
BEC0F6,BlockReference,FDI,L-MON,4.9979326999998905,True
BEC1D9,DBText,RP,35,9.995865399999781,True
BEC34D,MText,CNRL 6-1(Surface) MSL 871943,F-WS-T,9.999999999999597,True
BEE0B1,BlockReference,*U71,P-TEMP-BLOCKS,0.99958654,True
BEE844,BlockReference,*U70,P-TEMP-BLOCKS,0.99958654,True
BEE859,MText,E.-W. 1/4 Line,L-QSEC,9.999999999999597,True
BF1AD8,MText,50.52 169°,L-BD1,9.995865399999786,True
BF1AD9,MText,180.92 31',L-BD1,9.995865399999786,True
BF1ADA,MText,21.36 55'',L-BD1,9.995865399999786,True
BF224C,MText,Valley Break,T-TEXT,9.999999999999739,True
BF311B,AlignedDimension,CNRL  P/L R/W  240998,F-RW-T,Compass 5 000,True
BF313F,MText,CNRL Sump Site LOC 890420 (Expired),F-WS-T,9.999999999999597,True
BF3148,DBText,68.41 (Tie),L-BD,9.995865399999786,True
BF314A,MText,6°33'35'',L-BD,9.995865399999786,True
BF38B3,MText,Fd.I. Mp.,L-MON-T,9.999999999999597,True
BF38B5,MText,Fd.I. Mp.,L-MON-T,9.999999999999597,True
BF38B7,MText,Fd.I. c.s.,L-MON-T,9.999999999999597,True
BF7B75,MText,169°31'55'',L-BD,9.995865399999786,True
BF7B77,MText,169°31'55'',L-BD,9.995865399999786,True
BF7B81,DBText,31',L-BD,9.995865399999786,True
BF85D0,DBText,259°,L-BD1,9.995865399999786,True
BF85D2,DBText,31',L-BD1,9.995865399999786,True
BF85D3,MText,55'',L-BD1,9.995865399999786,True
BF8739,DBText,259°,L-BD1,9.995865399999786,True
BF873B,DBText,31',L-BD1,9.995865399999786,True
BF873C,MText,55'',L-BD1,9.995865399999786,True
BF8740,DBText,169°,L-BD,9.995865399999786,True
BF88A7,MText,353°28'35'' 101.95 (Tie),L-BD,9.995865399999786,True
BF88A9,DBText,55'',L-BD,9.995865399999786,True
BF88AC,MText,Buried Pipes(2),AS-PIPE-UG-T,9.999999999999739,True
BF88AD,MText,8m High Grade Gravel Road,T-TEXT,9.999999999999739,True
BFA752,MText,PAD SITE DETAIL SCALE 1:2000,DETAIL-T,19.991730799999573,True
BFBCEA,MText,40cm Poplar & Scattered Spruce,T-BUSH-T,9.999999999999654,True
BFBCEC,MText,40cm Poplar & Scattered Spruce,T-BUSH-T,9.999999999999654,True
BFC49D,AlignedDimension,CNRL  P/L R/W  902 2055  890721,F-RW-T,Compass 5 000,True
BFC4C9,AlignedDimension,CNRL  Access R/W  902 2055  881104  III),F-AR-T,Compass 5 000,True
BFCBFF,AlignedDimension,Veren  Waterline  210892,C-RW,Compass 5 000,True
BFCC3B,AlignedDimension,CNRL  P/L R/W   220903,F-RW-T,Compass 5 000,True
BFCC5F,AlignedDimension,Veren  P/L R/W  220277,C-RW-T,Compass 5 000,True
BFCC94,AlignedDimension,Veren  P/L R/W  170041,C-RW-T,Compass 5 000,True
C01C57,MText,100m,AUX-BUFFER,9.99586539999979,True
C01C59,MText,200m,AUX-BUFFER,9.99586539999979,True
C01C65,MText,100m,AUX-BUFFER,9.995865399999786,True
C029C3,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C029CA,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C029D1,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C029D8,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C0308D,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C03094,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C030B4,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C030BB,BlockReference,xing2,P-CROSSINGS,0.99958654,True
C03136,MText,15.00 A/R,P-TXT,9.995865399999792,True
C05C72,BlockReference,wa,0,0.99958654,True
C05C75,BlockReference,wa,0,0.99958654,True
C05C78,BlockReference,wa,0,0.99958654,True
C05C7B,BlockReference,wa,0,0.99958654,True
C05C7E,BlockReference,wa,0,0.99958654,True
C05C82,BlockReference,wa,0,0.99958654,True
C05C85,BlockReference,wa,0,0.99958654,True
C05C88,BlockReference,wa,0,0.99958654,True
C05C8B,BlockReference,wa,0,0.99958654,True
C05C8E,BlockReference,wa,0,0.99958654,True
C05C91,BlockReference,wa,0,0.99958654,True
C06365,MText,15.00 A/R,P-TXT,9.995865399999792,True
C07E81,MText,W/C 4-3 (HZ),L-BD,9.995865400000065,True
C099AE,BlockReference,*U79,CG-NOTES,0.99958654,True
C0D126,BlockReference,Induction_Bend_No,0,0.99958654,True
C0D129,BlockReference,Induction_Bend_No,0,0.99958654,True
C0D12C,BlockReference,Induction_Bend_No,0,0.99958654,True
C0D12F,BlockReference,Induction_Bend_No,0,0.99958654,True
C16694,BlockReference,*U80,DETAIL-T,0.99958654,True
C175D4,BlockReference,*U81,DETAIL-T,0.99958654,True
C1BE41,MText,15.00 A/R,P-TXT,9.995865399999802,True
C1EFB0,MText,2.0km,0,7.996692319999869,True
C1EFB1,MText,1.5km,0,7.996692319999869,True
C1EFB4,MText,0.5km,0,7.996692319999869,True
C21279,DBText,Rge.4,0,10.995451939999803,True
C2127A,DBText,Rge.3,0,10.995451939999803,True
C2127B,DBText,Twp.65,0,10.995451939999803,True
C2127C,DBText,Twp.66,0,10.995451939999803,True
C23806,MText,SURFACE DEVELOPMENT SKETCH SCALE 1:50000,DETAIL-T,19.991730799999605,True
C23808,MText,"NEAREST RESIDENCE ±4.06 km S.E. (CAMP SITE, S.E. 5-66-3-6) NEAREST SURFACE DEVELOPMENT ±1.07 km S.E. (CNRL DEHYDRATOR SITE, N.E. 36-65-4-6) NEAREST URBAN CENTRE ±45.76 km N.W. (HAMLET OF GROVEDALE)",CG-NOTES,9.995865399999802,True
C2380A,BlockReference,*U82,CG-NOTES,0.99958654,True
C2789B,BlockReference,res_other,AS-RESIDENCE,4.999999999999901,True
C279A9,DBText,CNRL,AS-RESIDENCE,9.999999999999739,True
C279AB,DBText,Site,AS-RESIDENCE,9.999999999999739,True
C279AC,MText,Dehydrator,AS-RESIDENCE,9.999999999999739,True
C396A0,MText,100m FNC Buffer,P-BUFFER-T,9.995865399999984,True
C3AB9C,MText,W/C 5-3 (HZ),L-BD,9.995865400000065,True
C3AB9D,MText,W/C 102/5-3 (HZ),L-BD,9.995865400000065,True
C3AB9E,MText,W/C 13-3 (HZ),L-BD,9.995865400000065,True
C3AB9F,MText,W/C 102/13-3 (HZ),L-BD,9.995865400000065,True
C3ABA0,MText,W/C 102/12-3 (HZ),L-BD,9.995865400000065,True
C3ABA1,MText,FUTURE W/C,L-BD,9.995865400000065,True
C41259,MText,CNRL 15.00 Access R/W Plan 902 2055 LOC 881104 (Class III),F-AR-T,9.999999999999819,True
C41384,AlignedDimension,Veren  Waterline  210892,C-RW,Compass 5 000,True
C413BF,BlockReference,Temp_Area_Small_Pink,P-100m WELL BORE BUFFER,0.99958654,True
